rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
477.0290222167969	591.7244873046875	13.943336486816406	65.24253005981446	177.47637939453125	292.5365905761719	517.7314910888672	2429.0103906249997	15573.568359375
477.3153381347656	591.525390625	3.9120960235595703	65.99377670288087	178.53407287597656	291.95550537109375	515.9961090087891	2429.9479589843745	15582.654296875
477.37939453125	591.62939453125	2.0544323921203613	66.30956069946289	178.48404693603516	292.2732238769531	516.9226837158203	2430.472680664062	15547.408203125
477.5693664550781	591.3538208007812	13.844441413879395	67.48339813232423	178.7339859008789	292.81822204589844	514.9180603027344	2422.9235156249997	15500.7431640625
475.2114562988281	589.8917846679688	2.429335355758667	65.32507919311523	178.28782272338867	291.2169494628906	513.7643737792969	2421.0900341796873	15533.5244140625
474.2130432128906	589.4698486328125	8.122312545776367	64.3675732421875	178.03619766235352	290.0215759277344	512.1715698242188	2422.040190429686	15523.314453125
473.8202209472656	590.302978515625	6.0461835861206055	64.12266876220703	176.2749481201172	290.0135803222656	512.3444213867188	2425.1582226562496	15519.8486328125
473.87890625	589.2973022460938	4.626685619354248	63.86048515319825	177.49222946166992	290.82640075683594	511.9349670410156	2423.0872265625	15541.2021484375
474.3204040527344	589.454345703125	6.813451290130615	65.92110763549805	178.14870834350586	290.86024475097656	512.3033599853516	2427.3207958984376	15568.2109375
475.390625	589.7498168945312	7.898603439331055	65.38969940185547	178.39556503295898	291.4077453613281	514.2952117919922	2434.788271484375	15527.67578125
474.7597351074219	589.0020141601562	7.168839931488037	65.27283889770509	177.5034294128418	290.55247497558594	512.9324951171875	2428.828857421874	15546.951171875
469.55535888671875	587.5262451171875	8.438278198242188	63.110295715332036	174.84578704833984	286.9741668701172	506.65848541259766	2413.6642919921874	15509.96484375
469.75372314453125	586.7978515625	8.6316499710083	61.363430938720704	174.91746520996094	287.7731170654297	506.84835052490234	2408.1683984375	15508.421875
470.62451171875	588.3089599609375	2.8804659843444824	61.653356018066404	174.99045181274414	287.9550476074219	506.8637924194336	2416.587377929687	15539.8486328125
470.19537353515625	589.0807495117188	11.752199172973633	63.11729621887207	173.92956161499023	286.7099151611328	507.70616912841797	2412.688774414062	15544.2890625
468.1392822265625	587.7047729492188	0.8909890055656433	61.12652252197266	173.64272689819336	285.83287048339844	505.3550109863281	2411.492172851562	15519.8837890625
466.83349609375	587.1453247070312	2.455754041671753	59.26876586914063	172.55373001098633	284.8020324707031	503.73313903808594	2404.747290039062	15564.7412109375
467.5286560058594	588.1414184570312	3.152177095413208	59.525896072387695	172.44629669189453	284.9088439941406	504.7853088378906	2410.0526855468743	15554.34765625
468.4205017089844	589.1834106445312	6.6438822746276855	58.93314872741699	172.59404373168945	285.10008239746094	504.1947326660156	2418.5533789062492	15516.611328125
467.7702941894531	588.820556640625	2.872429132461548	60.28554084777832	172.27864456176758	285.12928771972656	502.7127990722656	2406.848608398437	15567.1455078125
467.4115295410156	589.0137329101562	3.734626531600952	59.26564201354981	172.5593032836914	284.5054168701172	503.8390350341797	2412.1349804687497	15533.1123046875
468.3121643066406	589.6005859375	5.541344165802002	59.26552131652832	172.0477180480957	284.94349670410156	505.3728485107422	2407.259516601562	15534.8515625
467.2735290527344	588.5184326171875	3.982933282852173	59.26804801940918	171.8698501586914	285.14784240722656	503.42725372314453	2408.637280273437	15559.3798828125
467.9690856933594	589.3458251953125	4.735416412353516	59.892155990600585	172.40436935424805	285.58497619628906	505.1361389160156	2413.925209960936	15567.9912109375
468.4122314453125	589.5989990234375	9.163151741027832	59.53697036743164	172.96090698242188	284.6778259277344	505.3268585205078	2417.1989160156245	15505.474609375
468.0671081542969	589.546142578125	3.871643304824829	60.87474357604981	172.02120208740234	284.49778747558594	504.51885986328125	2416.926665039062	15539.345703125
468.5289611816406	589.9194946289062	5.379302978515625	60.03253547668457	172.2660255432129	285.94293212890625	505.76165771484375	2414.241923828125	15533.396484375
