ICA_00	ICA_01	ICA_02	ICA_03	ICA_04	ICA_05	ICA_06	ICA_07	ICA_08	ICA_09	ICA_10	ICA_11	ICA_12	ICA_13	ICA_14	ICA_15	ICA_16	ICA_17	ICA_18	ICA_19	ICA_20	ICA_21	ICA_22	ICA_23	ICA_24	ICA_25	ICA_26	ICA_27	ICA_28	ICA_29	ICA_30	ICA_31	ICA_32	ICA_33	ICA_34	ICA_35	ICA_36	ICA_37	ICA_38	ICA_39	ICA_40
0.073426307600517	0.1408733939868564	-0.6361185497406924	0.2222952109618949	0.9473349655736084	0.950864119228744	-0.2521943662107249	0.6706037194941061	-0.6510500670608814	-0.2640611525348975	0.1487304556500663	0.9003508754827345	0.2325513860878206	0.3587182592942058	-0.0858449669306417	0.3186591961670255	0.8873455803913634	-0.2059729912894544	-0.0885727578524198	-0.9335153953096206	1.4771501303660983	-0.6321654811281701	0.994586499501	-1.569929857994754	-0.5437635463737179	0.9106499824428762	0.724269058008839	0.0921211708375325	0.0138586974773837	-0.5636353411052085	-0.429493914882486	-0.5866637751299247	0.2521153263467822	0.1001410282247759	1.6417290973631398	-1.9653200937753108	-0.1263182744324728	0.2714555807044743	0.1191182036334384	-0.2417855919205556	0.1670499418983023
-0.955032524730209	-0.4059438318026073	-1.4770688794651958	0.8651445841782469	1.557435224165513	1.1236890466934892	0.6119540892865157	1.5799563583878673	-0.5702505467703548	-0.0557452099350968	0.8772995894354633	0.8601280846085156	0.4245574178461152	-0.5449813097278771	-1.1052331485177638	1.208729716549951	-0.2149576511746066	-0.4109726096147783	-0.2499812329794469	-1.6832363529401069	2.4174519780214023	-1.5498002591818163	1.1962539878760732	-1.4308711663194582	-0.9991396991057314	1.193371368178766	0.4984474357991245	-0.3371250744690912	0.5668840412224327	0.2498546823023263	-0.1699071414215237	-0.9927477650836384	0.6192312460759192	0.2053021232559783	1.522634715006895	-2.617050937665328	0.5879668517353199	-0.3597010073425647	0.4805051580649623	0.2891720651875019	0.2013770961188438
-0.5172324656166191	-1.625765098940271	-0.7332019495806309	1.5692617161844615	1.1691049377330922	-0.3104733985810551	1.429133073112009	-0.2494008372236386	0.1871115095905492	0.3437818430673572	1.3761925753459792	1.7690370919867398	-1.2724323395087205	-1.780285315320107	-1.509098064962249	1.451072674274538	-1.8431616541245728	0.8116057967452937	-0.3576631956869058	-0.735012051261132	0.7720759219838375	-0.2648979595969649	0.6920916543903439	-0.4415177048765721	-0.6518966584990592	0.3586290678249136	0.0826440759666863	-1.0862734978266244	0.6637442634459668	2.0331739317911373	0.2662349164199678	-0.7057037599486783	0.8021414711917846	0.1283430641542734	1.4691993600159183	-2.297263917624614	1.191676824855391	-1.0823726114849623	0.6857382692501113	-0.1400185632150459	0.357978837562859
0.7223308231748509	-1.4996496112600608	-0.0752617946335597	1.0602328590934358	1.4106438567758912	-1.3601796406966384	1.4680386940827037	-2.3219683259854484	-0.4138715745389628	0.0382404889115331	0.3208248492212259	1.647196616316439	-1.131236041161108	-1.104655108456107	0.6488250675280955	0.729110918518247	-0.2672668262232621	2.0416297580994387	-0.4946619105236124	-0.362584829745123	-0.5564766549456281	-0.7462705603041416	0.2162151058596465	-1.09476719630006	-1.17993901325958	-0.8605414131732858	0.4066979141666712	-1.3129241111309478	1.0392385032522968	1.1081352583743522	-0.3809745528509903	-0.6275992132499179	-0.1848366562062423	-0.2953585846717989	1.4815511326049786	-2.205801702207548	0.6711926804563779	-1.3955046485111984	-0.2618213947597218	-0.4841286903612854	-0.2444724037491126
0.1850340839872332	-0.2086456968756415	-0.490160422964918	-1.1105723236179637	1.5961873862754832	1.0665342475699229	0.0387608328067149	-1.6886326337702844	-0.027022241538924	0.3533857710099379	-0.7106459169796215	0.4939724325630018	1.0101225539754748	0.0523546833730514	-0.1782766486494945	0.2851714662642135	-0.0796870963803185	2.049150575372251	-1.0136620822136726	-0.3409666991192369	-0.5247265468580931	-0.679720539794591	-0.9668343861415072	-1.309722879656166	-1.772056871174982	-0.7701250105627163	0.2128387449351181	-0.8087093261213448	1.5914315500134495	-0.4861725964137602	-0.7335232590072912	-0.6201788071607894	0.1143824348589792	-0.6767598317860299	1.4948620367370478	-2.1269843759880622	0.3129731155975639	-0.8820065871752699	-0.8391091220868189	-1.11681388763926	-0.7697569881098059
-0.6002721635828975	0.7663824908202419	-0.970940969788584	-1.8613542025230632	0.4840529326075667	0.743095687277588	-0.7663487704820806	-0.8093230703929172	0.6123374854807206	1.0006599563666176	-0.1792596837730018	0.4139817904479227	-0.1822222806996941	0.2271194551378051	-1.5329762553179764	-0.7049245642681834	-0.3537699933987273	1.5664826771312832	-1.2017102894171392	-0.2599125341938433	-0.5339989613186774	0.1228290762115416	-0.6756067971801932	-1.1271058632079134	-1.3362103428333885	-0.2449767640179246	0.0477207348931906	-0.6832820143431285	0.6828304935630792	-0.4626040864610182	-0.578739519536248	-0.6185603814971847	1.2897967547681928	-0.5970822365938404	1.4741147405067532	-2.075592189172024	0.3361655371658668	-0.433446454826083	-0.0243996973740899	-1.7736716698532036	-0.314698817630717
-0.6202327039686216	0.6418897055947155	-0.7898849169386088	-1.0203217750970086	0.1875075394189926	-1.1971334193811765	-0.842290354509899	-0.1641069866789966	-0.2310884827158227	1.734845824413938	0.4396807089483142	-0.1621640884902445	-1.619462716609218	-0.7769022775405972	-0.0281880872680235	-2.130790088625045	0.5431411674552946	1.492459741819467	-0.711516124780864	-0.1843111391173836	-0.0608689710233529	0.8907195214270381	0.9114814106262558	-0.7401804655159456	-0.8702721906488757	-1.3180921543822235	0.2703694578743517	-0.7882210991199208	-1.7308380022644454	-0.2894191055643366	-0.1591722853646008	-0.3473387099618857	0.7595468159106651	-0.3310461636511276	1.4396957672551856	-1.9305767792606316	0.2935347689574704	-0.9197816248967748	0.098380487984989	-0.6087988231674246	-0.0578316664449555
-0.4853035958445666	0.5082184198290232	-0.6576719601486702	0.1281996511149888	1.0463578365564914	0.7089633183283127	-0.6833427371058796	0.5852973053049572	-0.705247938549636	1.837800065755576	0.1235894936363805	-0.5160437470520294	0.1303036872030768	-1.2563992206367909	0.7388122057033121	-1.6403788265117083	1.1130628037783312	1.4283476536268405	-0.2435486273626309	-0.6367356669620526	-0.2007716777496132	1.113245204626646	0.41381503493356	0.2573294549884618	-0.6016788773770582	-2.1110348311983795	1.5666322501803058	-0.8078289176045863	-1.4203955684551453	-0.0705605191472761	1.462374200380509	0.3328571588752474	0.4170151769573314	0.9543451790878128	1.482150952519048	-2.050823150273476	-0.0416080447482312	-0.7451464852697797	-0.4129663372125379	-0.4591202316875841	-0.4172922030842731
-0.2637803673918641	-0.0630213044925294	-0.5312970491892928	0.7714868656599299	0.4608092862250614	1.093986621141591	-1.1063576923362943	1.1892530266176249	0.2076733720374285	0.2772094246145092	-1.0642380364804045	-0.0917187602287025	0.1597713581849732	-0.7566165171768588	-1.1240991449436029	0.0658557534278564	0.2651765481985129	1.562936409343198	-0.1958041911421983	-0.2938212583311603	-1.3217954033326806	-1.136283657082279	-1.9752157518423703	0.6412355746543882	0.0395714320726538	-1.4478384955182664	2.29021358343935	-0.6912028013588586	0.0722085109582162	0.3322555439827905	1.1529264283815897	0.8449097655138129	0.3924052810532892	0.9721618185388036	1.4665127445688746	-2.0222249089531266	0.7244885439615806	-0.5169488503475287	-0.0792366600147944	-0.8386081860706125	-0.4638616306129085
0.0911287962130462	-0.122835055391738	-0.3904689608976863	0.9561291643814384	-0.3884573526283549	-0.2929817828507611	-1.1944323113911532	1.25024112041864	0.0969371878712457	-0.3533389965936386	-1.1288525051822789	-0.473546367326858	-1.3090470287141307	-1.7420334324494082	-0.2952060421461793	1.092936051238922	-1.2193054896353837	1.2832815685621843	-0.5965930931420753	-0.0154599792059355	-1.089942037121418	-1.3930823669145938	-2.1032213050476907	0.1199914831940668	0.3393693683706981	-0.7887919841853114	0.9050852806623618	-0.8613323106049376	0.2811388823870809	-0.0485776407008223	-1.1171597086626783	1.249040411868837	-0.7128033811312017	-0.486555983950718	1.4458198850185544	-2.027097758015128	1.1631963021315923	-1.5134588950181835	-0.0737510311172844	-0.1520841979959211	0.1543991951603197
