Component	kappa	rho	variance explained	normalized variance explained	countsigFT2	countsigFS0	dice_FT2	dice_FS0	signal-noise_t	signal-noise_p	optimal sign	Fstat nuisance model	Fstat nuisance Motion partial model	Fstat nuisance CSF partial model	pval nuisance model	pval nuisance Motion partial model	pval nuisance CSF partial model	R2stat nuisance model	R2stat nuisance Motion partial model	R2stat nuisance CSF partial model	Fstat task model	pval task model	R2stat task model	Var Exp of rejected to accepted	classification	classification_tags	external regressor correlation mot_x	external regressor correlation mot_y	external regressor correlation mot_z	external regressor correlation mot_pitch	external regressor correlation mot_roll	external regressor correlation mot_yaw	external regressor correlation mot_dx	external regressor correlation mot_dy	external regressor correlation mot_dz	external regressor correlation mot_dpitch	external regressor correlation mot_droll	external regressor correlation mot_dyaw	external regressor correlation csf1	external regressor correlation csf2	external regressor correlation csf3	external regressor correlation signal_checkerboard
ICA_31	137.51777997652977	28.923608672198625	9.49233416277008	4.89142389787459	5815	4380	0.7327823691460055	0.6316666666666667	6.029417214894889	1.4635625319600853e-08	1	25.616183503462292	31.481930245506256	5.913670652450582	1.1102230246251563e-16	1.1102230246251563e-16	0.0007837390241615	0.7287776848370917	0.7254135498716054	0.1103701646600237	58.24099422201176	2.106537166923772e-12	0.2705850455324449	n/a	rejected	Unlikely BOLD,Likely BOLD,Fits CSF external regressors,External regressors,Fits motion external regressors	0.3298927384399593	-0.020267196512066325	-0.19931517807146942	0.12605743844903053	0.08884081915353434	-0.0920467381985756	0.045774176508464916	0.010207700826226788	-0.1454347964585398	0.11667608682684336	0.19151713862619263	-0.24687638721167987	-0.0018743013676956743	-0.06335204915962457	-0.056690264053286456	0.5241042679831623
ICA_32	60.02384112830052	14.330187393345472	0.3210874885607099	0.8349593683987675	5161	3404	0.7591196250254738	0.6330387077110637	13.60560403663753	4.773789846073659e-39	1	4.622890308940245	2.2212335854334513	3.5438339759954287	3.747606454052033e-07	0.0135615855336709	0.0162523415202023	0.3265623958592519	0.157111985926163	0.0692013147991597	12.827017268985742	0.0004551527726897	0.0755298978646564	28.571459191364223	accepted	Likely BOLD	0.06862926128135666	-0.0016823758942529955	-0.28432290070814226	0.006787014793178611	0.07273465733925233	0.014952073778661423	-0.11910246173173038	-0.0918619384311393	0.025189264594336073	-0.021480721763501756	0.004390757689890962	0.098022037231204	0.2909607187623351	-0.03467278228968238	0.011418287210053495	-0.28162749557715006
ICA_33	19.04659339847217	21.14466790198262	0.1476694309115193	0.5016362371681755	2720	2946	0.588212927756654	0.5391156462585034	0.3986225761227316	0.6903014984019227	1	1.4267534554200143	1.4434975127629337	1.6606625905558303	0.1423162369826257	0.1529266398225364	0.1781892951434143	0.1301772041517109	0.1080448932645199	0.0336661768549465	0.0263613499567987	0.8712297390872873	0.0001678784997001	n/a	rejected	Unlikely BOLD	0.016420418328645502	0.04503080221918235	-0.19248614877388878	-0.029581220323050248	0.06517444120599367	-0.06687938458362577	-0.1251594264564923	-0.055267618992134886	0.01793360319904817	0.01029709275354111	0.028853224570222366	0.05974392755645421	-0.09687611329156762	0.03551945025108862	0.045740805035468464	0.006980292156572967
ICA_34	30.18513063893444	16.471512559032394	61.07482929482847	42.23828806759335	6897	3984	0.5797014925373134	0.2499015618847617	0.0	0.0	-1	276.41221251823174	97.31851035379894	18.634416994143507	1.1102230246251563e-16	1.1102230246251563e-16	2.933424614326441e-10	0.9666603188206956	0.8909081580521078	0.2810575026115011	1.798135535312006	0.181874890182712	0.0113234045806045	n/a	rejected	Unlikely BOLD,Fits CSF external regressors,External regressors,Fits motion external regressors	0.7174567460438908	-0.9956823292601596	0.00957046446834312	0.9772650425545754	-0.9368007185631403	0.9793771827716402	-0.04378531225544127	-0.05789770309479929	-0.012323003947364285	0.09500818800671772	-0.036349389265158336	0.04915702944764261	-0.34435202755623406	-0.976769611000262	-0.13249717127983762	0.153671178044551
ICA_35	33.17969956866627	20.276591412492404	6.037794733156262	6.798004104723515	5010	3855	0.5314098629015757	0.3171348688590067	-5.661443814923277	2.3254483440222742e-06	-1	52.34391982482719	3.853774708722131	52.9171229699972	1.1102230246251563e-16	4.158612754956437e-05	1.1102230246251563e-16	0.8459315362793209	0.2443669531492184	0.5260999129297903	0.0397717977250892	0.8421854832960153	0.0002532593958193	n/a	rejected	Unlikely BOLD,Fits CSF external regressors,External regressors,Fits motion external regressors	-0.33578782351973524	-0.07920258629663933	0.12310177094151079	0.08475063467311283	-0.1668670541101065	0.0902668420892975	-0.05482303049594361	0.020579109544657973	-0.02993854806783592	0.03292817492086816	-0.0361194480100073	-0.009597147750449155	0.09972208170487412	0.061001096323415736	-0.8035658819702092	-0.003792576102201874
ICA_36	29.089112171409123	13.11130845480447	0.2983616026699798	0.7520507931801695	3776	2472	0.6293592862935928	0.4345358735306039	7.194284919526994	2.200399620947482e-12	1	8.415660944011428	5.035118329199056	2.008563275689656	1.5276668818842157e-13	5.964400999758368e-07	0.1154322562527064	0.4688653199156503	0.2970258489254697	0.0404338999139091	1.5712956448546638	0.2118824055721262	0.0099090799407594	n/a	rejected	Unlikely BOLD	0.10312646017894743	-0.0695548817148901	-0.26606745408416077	0.07129791508936148	0.002236551065893586	0.0620577618852685	0.02264350730206458	-0.228700315890581	-0.12603368731376852	0.1649215953988458	0.05696784746220518	0.09139263502255732	0.18701355058655336	-0.034075202910866034	-0.22917127473251303	0.08668073810760532
ICA_37	79.22947022853715	16.092925572765722	0.4808251508757867	1.0591864597490892	5480	4158	0.7565536205316223	0.6524578046076136	14.52367783659858	6.305960252146255e-44	1	4.988870686560327	5.313664893626412	3.579462267183386	8.271223816969099e-08	2.223062325334979e-07	0.0155246264727035	0.343533989725401	0.3083901708468359	0.0698484420511812	13.28490004421739	0.0003632423112804	0.0780157256501764	16.83742548831755	accepted	Likely BOLD	-0.10786984520830946	-0.017433569634589585	0.10577671547670647	-0.04387765485972252	-0.05442554900326876	0.03610406151156982	-0.09735903097165506	-0.23545735792526679	0.0491504756339181	0.04356259999417905	-0.15567642956554117	0.2575162953571447	0.018525404496252305	0.002084007917941667	0.033917847046167626	-0.2673753425618981
ICA_38	21.985095215397735	14.701028740732683	0.1683438039449897	0.4420786339610828	3150	1892	0.654462983962417	0.5266576454668471	6.547240349191546	2.923855131100294e-10	1	4.48371261506085	4.511827311001903	1.8824790503835584	6.683003599405879e-07	3.873198600290451e-06	0.1352092361936645	0.3198757164361376	0.2746342614931641	0.0379921595648374	0.92317185013933	0.3381209361300872	0.0058457023077992	n/a	rejected	Unlikely BOLD	-0.12116643133319824	-0.021502867591073543	0.29775352087283063	0.016632599453143968	-0.11515542004092894	0.019163034286218784	-0.021010501284792926	-0.2016466671541391	-0.1132303421401838	0.06859438491041189	-0.12973125302623528	0.12615500426212128	-0.22741304838217355	-0.03479694727361582	0.034516895252410626	-0.06339467644347385
ICA_39	30.351604164860017	13.837992341165108	0.2449093407664411	0.6615728906019194	3239	2318	0.6306532663316583	0.5414942278370726	13.595779543448325	1.955992980545525e-37	1	4.98240458495903	5.230373878617701	3.613735705862467	8.493820635724347e-08	2.984016357343578e-07	0.0148553289407742	0.3432415639497272	0.3050307057246747	0.0704701121416774	3.022508994499346	0.0840767242042062	0.0188880240254403	n/a	rejected	Unlikely BOLD	0.2097607261464867	-0.12969751226160492	-0.16227267344854987	0.06910100129961018	-0.11082642726738291	0.14973995027189926	0.01090168435259951	-0.19158565246034095	0.013873217815528041	0.046079677627879276	-0.06883657943301164	0.13235388499315748	0.15589872254356865	-0.10392502068865458	-0.0420789767580898	-0.12122360376195315
ICA_40	103.3086027047921	18.116409204301025	0.986755212911672	1.5510855441143274	6066	4735	0.782009247583018	0.6801221907047785	9.715189191569696	9.970720256834801e-21	1	3.673002276458626	4.189495641709918	4.049112838520858	2.000464822382586e-05	1.2365069162134644e-05	0.0084877397963416	0.278124256794992	0.2601175600677401	0.0782955004693432	30.35435644205314	1.443422319447052e-07	0.1620157492918583	27.605723818690464	accepted	Likely BOLD	-0.18634351560474918	0.013215964542167577	0.01806857823864444	-0.07569041738365831	0.0248430055087402	0.02300091412112897	-0.023073629458384984	0.02487145401398973	0.027256736018959126	-0.1410210465323088	-0.037544832996368044	0.12463099080071166	0.09620137916806673	0.028743200608427933	0.13593418839802138	-0.40447274375539677
