mot_x	mot_y	mot_z	mot_pitch	mot_roll	mot_yaw	mot_dx	mot_dy	mot_dz	mot_dpitch	mot_droll	mot_dyaw	csf1	csf2	csf3	signal_checkerboard
-0.00672	0.261771	-0.00204188	-0.176349	0.0376194	-0.113346	-0.00351562	0.00201187	-0.00170438	-0.0150956	0.00108125	-0.00436687	0.0789372	0.131546	-0.00381674	0.628846
-0.00512	0.259871	-0.00144188	-0.187249	0.0470194	-0.115946	0.00178438	-0.00558813	0.000495625	-0.00799562	0.00888125	-0.00126687	0.079112	0.116718	0.115676	0.285061
-0.00692	0.264671	0.00205812	-0.197049	0.0597194	-0.113446	-0.00161562	0.00111188	0.00339562	-0.00689562	0.0121812	0.00383312	0.0792126	0.112148	0.11476	0.0996339
-0.00892	0.269271	0.000258125	-0.201449	0.0578194	-0.112246	-0.00181563	0.000911875	-0.00190437	-0.00149562	-0.00241875	0.00253313	0.0791057	0.116073	0.0959474	0.0292531
-0.01082	0.268371	-0.00314188	-0.200649	0.0546194	-0.111146	-0.00171562	-0.00458813	-0.00350438	0.00370438	-0.00371875	0.00243312	0.0791605	0.110066	0.131969	0.00760051
-0.00592	0.264671	-0.00474188	-0.195049	0.0525194	-0.106546	0.00508438	-0.00738812	-0.00170438	0.00850437	-0.00261875	0.00593313	0.0791113	0.116118	0.0706333	0.00180528
-0.00702	0.265671	-0.00674188	-0.207049	0.0541194	-0.0992456	-0.000915625	-0.00268813	-0.00210437	-0.00909562	0.00108125	0.00863313	0.0791679	0.113419	0.13856	0
-0.00492	0.266771	-0.0107419	-0.184849	0.0468194	-0.0907456	0.00228437	-0.00258813	-0.00410438	0.0251044	-0.00781875	0.00983312	0.0792317	0.095149	0.119264	0
-0.00792	0.272771	-0.0121419	-0.197549	0.0422194	-0.0963456	-0.00281562	0.00231188	-0.00150437	-0.00979563	-0.00511875	-0.00426687	0.0791076	0.110666	0.0896886	0
-0.00572	0.270971	-0.0145419	-0.195149	0.0390194	-0.0949456	0.00238438	-0.00548813	-0.00250438	0.00530438	-0.00371875	0.00273313	0.079107	0.120963	0.0826842	0
-0.01122	0.276371	-0.0108419	-0.209449	0.0422194	-0.0925456	-0.00531563	0.00171188	0.00359563	-0.0113956	0.00268125	0.00373312	0.0790403	0.126662	0.03211	0
-0.01262	0.280371	-0.0115419	-0.219249	0.0502194	-0.0914456	-0.00121562	0.000311875	-0.000804375	-0.00689563	0.00748125	0.00243312	0.0791527	0.102073	0.147859	0
-0.01022	0.286671	-0.00784188	-0.221549	0.0566194	-0.100146	0.00258437	0.00261188	0.00359562	0.000604375	0.00588125	-0.00736687	0.0792797	0.0945647	0.131275	0
-0.00712	0.282671	-0.00724188	-0.222849	0.0510194	-0.100046	0.00328438	-0.00768813	0.000495625	0.00160438	-0.00611875	0.00143312	0.0790852	0.105184	0.0188242	0
-0.00942	0.281071	-0.00494188	-0.220349	0.0474194	-0.0957456	-0.00211562	-0.00528813	0.00219563	0.00540437	-0.00411875	0.00563312	0.0791129	0.10116	0.050304	0
-0.00642	0.287971	-0.000841875	-0.217349	0.0442194	-0.0957456	0.00318437	0.00321188	0.00399562	0.00590438	-0.00371875	0.00133312	0.0791193	0.0975387	0.0661718	0
-0.00812	0.289871	0.00325812	-0.218149	0.0375194	-0.0975456	-0.00151563	-0.00178812	0.00399563	0.00210437	-0.00721875	-0.000466875	0.0790876	0.115116	0.00782529	0
-0.00912	0.293871	0.00145812	-0.222649	0.0395194	-0.0982456	-0.000815625	0.000311875	-0.00190438	-0.00159563	0.00148125	0.000633125	0.0791793	0.100622	0.105945	0
-0.00842	0.296071	0.00155812	-0.224349	0.0446194	-0.102546	0.000884375	-0.00148813	-4.375e-06	0.00120438	0.00458125	-0.00296687	0.0792063	0.10554	0.125452	0
-0.01022	0.296671	-0.00294188	-0.228049	0.0424194	-0.106146	-0.00161562	-0.00308813	-0.00460437	-0.000795625	-0.00271875	-0.00226687	0.0791885	0.112647	0.156473	0
-0.00092	0.296371	-0.0102419	-0.205049	0.0407194	-0.104346	0.00948438	-0.00398812	-0.00740438	0.0259044	-0.00221875	0.00313312	0.0791551	0.113244	0.14543	0
-0.00042	0.295771	-0.00404188	-0.207749	0.0410194	-0.106046	0.000684375	-0.00428812	0.00609563	0.000204375	-0.00021875	-0.000366875	0.079055	0.131267	0.0725297	0
0.00018	0.295371	-0.00754188	-0.216749	0.0366194	-0.108046	0.000784375	-0.00408813	-0.00360437	-0.00609562	-0.00491875	-0.000666875	0.0791073	0.131986	0.117992	0
-0.00492	0.303671	-0.00424188	-0.225749	0.0404194	-0.105846	-0.00491563	0.00461187	0.00319562	-0.00609563	0.00328125	0.00353312	0.0791068	0.118617	0.123531	0
-0.00932	0.311871	-4.1875e-05	-0.245849	0.0410194	-0.110746	-0.00421562	0.00451188	0.00409563	-0.0171956	8.125e-05	-0.00356687	0.0790786	0.131473	0.0780416	0
-0.00732	0.305271	0.00245812	-0.253449	0.0388194	-0.109546	0.00218437	-0.0102881	0.00239562	-0.00469562	-0.00271875	0.00253313	0.0790485	0.126786	0.102088	0
-0.01052	0.308171	0.00995812	-0.262849	0.0428194	-0.113546	-0.00301562	-0.000788125	0.00739562	-0.00649563	0.00348125	-0.00266688	0.0790983	0.112748	0.171753	0
